stimulus	stimulus.lemma	stimulus.freq	in_test	in_cogalex	norm	FIRST	FIRST.count	FIRST.lemma	FIRST.freq	HAPAX	HAPAX.count	HAPAX.lemma	HAPAX.freq	RANDOM	RANDOM.count	RANDOM.lemma	RANDOM.freq
abundance	abundance_n	93101	FALSE	FALSE	USF	lots	34	lot_n	4012661	large	2	large_j	3989154	taken	0	take_v	14007250
abuse	abuse_n	445817	FALSE	FALSE	USF	child	58	child_n	5227137	sexual	2	sexual_j	506440	older	0	old_j	3958155
accelerate	accelerate_v	138302	TRUE	TRUE	USF	speed	54	speed_n	832184	race	2	race_n	979623	white	0	white_j	1207222
accept	accept_v	1372447	TRUE	FALSE	USF	take	25	take_v	14007250	good	2	good_j	14657378	required	0	require_v	3168313
accident	accident_n	451338	TRUE	TRUE	USF	car	53	car_n	2850786	problem	2	problem_n	4762006	covers	0	cover_v	1742550
accomplished	accomplish_v	263298	FALSE	TRUE	USF	finished	24	finish_v	916803	completed	2	complete_v	1191676	fire	0	fire_n	995751
account	account_n	1517272	FALSE	FALSE	USF	money	44	money_n	3164186	store	2	store_n	866224	says	0	say_v	18642406
accumulate	accumulate_v	114833	FALSE	TRUE	USF	gather	31	gather_v	448940	addition	2	addition_n	1236750	studies	0	study_n	2523050
accurate	accurate_j	373222	TRUE	TRUE	USF	correct	32	correct_j	602317	detailed	2	detailed_j	450443	worth	0	worth_j	829429
accuse	accuse_v	307778	FALSE	FALSE	USF	blame	21	blame_v	350062	criminal	2	criminal_j	405785	remove	0	remove_v	1331648
ace	ace_n	41252	FALSE	FALSE	USF	cards	44	card_n	1249812	winner	2	winner_n	442805	achieve	0	achieve_v	1212271
ache	ache_n	27875	TRUE	FALSE	USF	pain	73	pain_n	787573	tooth	2	tooth_n	298965	duty	0	duty_n	714571
achieve	achieve_v	1212271	TRUE	TRUE	USF	goal	29	goal_n	1332249	reach	2	reach_v	1523262	rights	0	rights_n	1310248
achievement	achievement_n	355452	FALSE	TRUE	USF	goal	33	goal_n	1332249	test	2	test_n	1452770	desire	0	desire_n	484260
acid	acid_n	198124	TRUE	TRUE	USF	rain	26	rain_n	336628	battery	2	battery_n	410021	knowledge	0	knowledge_n	1464520
acknowledge	acknowledge_v	385559	FALSE	TRUE	USF	know	28	know_v	11783600	speak	2	speak_v	2182567	money	0	money_n	3164186
acorn	acorn_n	14761	TRUE	FALSE	USF	tree	52	tree_n	1009693	chipmunk	2	chipmunk_n	4210	friendly	0	friendly_j	521740
acquire	acquire_v	429611	TRUE	TRUE	USF	get	58	get_v	17986883	have	2	have_v	97173086	women	0	woman_n	3564520
acre	acre_n	250438	FALSE	FALSE	USF	land	85	land_n	1463197	property	2	property_n	1941569	answer	0	answer_n	1140579
acrobat	acrobat_n	5507	TRUE	FALSE	USF	gymnast	31	gymnast_n	5645	tightrope	2	tightrope_n	4368	lee	0	lee_n	4421
act	act_z	935647	FALSE	TRUE	USF	play	27	play_v	3730278	real	2	real_j	2539551	came	0	come_v	10239364
action	action_n	2289730	FALSE	TRUE	USF	movement	18	movement_n	1126399	speed	2	speed_n	832184	possibility	0	possibility_n	626818
active	active_j	704155	TRUE	FALSE	USF	sports	13	sport_n	713620	healthy	2	healthy_j	615981	ending	0	end_v	1562995
activity	activity_n	2059454	TRUE	FALSE	USF	fun	19	fun_n	1011589	exercise	2	exercise_n	579509	remain	0	remain_v	2217017
actor	actor_n	398051	FALSE	TRUE	USF	actress	85	actress_n	104758	theater	2	theater_n	150549	relieve	0	relieve_v	137521
actress	actress_n	104758	FALSE	TRUE	USF	actor	77	actor_n	398051	beauty	2	beauty_n	372900	organized	0	organize_v	367407
ad	ad_n	516320	FALSE	TRUE	USF	newspaper	38	newspaper_n	537070	message	2	message_n	1225176	material	0	material_n	1750469
add	add_v	3315870	TRUE	FALSE	USF	subtract	122	subtract_v	29021	drop	2	drop_v	804332	elves	0	elf_n	25270
addict	addict_n	51684	FALSE	FALSE	USF	drugs	103	drug_n	1055592	dependent	2	dependent_j	200890	illegal	0	illegal_j	376561
addiction	addiction_n	101741	TRUE	FALSE	USF	drug	97	drug_n	1055592	bad	2	bad_j	2724059	met	0	meet_v	2509239
addition	addition_n	1236750	FALSE	FALSE	USF	subtraction	95	subtraction_n	9177	extra	2	extra_j	804958	dresser	0	dresser_n	12721
address	address_n	696565	TRUE	TRUE	USF	home	41	home_n	4378069	live	2	live_v	3607397	course	0	course_n	3912194
adjective	adjective_n	29770	TRUE	TRUE	USF	noun	46	noun_n	50001	subjective	2	subjective_j	88569	calf	0	calf_n	58723
adjourn	adjourn_v	21746	FALSE	TRUE	USF	leave	30	leave_v	4514324	start	2	start_v	4673410	looks	0	look_v	7957212
adjustment	adjustment_n	180531	FALSE	TRUE	USF	change	31	change_n	3118964	car	2	car_n	2850786	regular	0	regular_j	769635
admission	admission_n	237426	TRUE	TRUE	USF	ticket	36	ticket_n	519170	deny	2	deny_v	542470	story	0	story_n	2997069
admit	admit_v	731822	FALSE	TRUE	USF	confess	19	confess_v	116767	admission	2	admission_n	237426	trailer	0	trailer_n	141681
adolescent	adolescent_j	29301	FALSE	FALSE	USF	teenager	38	teenager_n	174119	juvenile	2	juvenile_j	51372	aggravate	0	aggravate_v	34436
adorable	adorable_j	29337	TRUE	FALSE	USF	cute	102	cute_j	119648	kitten	2	kitten_n	44854	mature	0	mature_j	122084
adore	adore_v	56922	FALSE	FALSE	USF	love	87	love_v	2404845	care	2	care_n	1991029	waves	0	wave_n	413931
adorn	adorn_v	39142	TRUE	TRUE	USF	decorate	25	decorate_v	153408	crown	2	crown_n	119595	bangs	0	bang_n	59179
adult	adult_n	721735	TRUE	TRUE	USF	child	68	child_n	5227137	father	2	father_n	1096321	times	0	time_n	16416069
adultery	adultery_n	27895	FALSE	TRUE	USF	cheat	50	cheat_v	68424	scarlet	2	scarlet_j	13471	breath	0	breath_n	223275
adults	adult_n	721735	TRUE	TRUE	USF	children	39	child_n	5227137	older	2	old_j	3958155	other	0	other_j	13784439
advance	advance_n	433230	TRUE	FALSE	USF	forward	34	forward_r	1181216	achieve	2	achieve_v	1212271	library	0	library_n	767941
adventure	adventure_n	273479	TRUE	TRUE	USF	island	46	island_n	492511	television	2	television_n	492711	solve	0	solve_v	485611
adventurous	adventurous_j	34367	FALSE	TRUE	USF	daring	15	daring_j	27662	safari	2	safari_n	22661	squirt	0	squirt_n	5498
adverb	adverb_n	7318	TRUE	FALSE	USF	adjective	40	adjective_n	29770	synonym	2	synonym_n	19217	raiser	0	raiser_n	5408
adversary	adversary_n	38658	FALSE	TRUE	USF	enemy	30	enemy_n	538968	opposite	2	opposite_j	195895	scientist	0	scientist_n	632994
advertisement	advertisement_n	112738	TRUE	TRUE	USF	television	21	television_n	492711	agency	2	agency_n	953921	master	0	master_n	443569
advice	advice_n	1027256	FALSE	FALSE	USF	help	46	help_v	5469768	tell	2	tell_v	5152351	information	0	information_n	4419401
advil	advil_n	253	FALSE	FALSE	USF	tylenol	27	tylenol_n	670	bayer	2	bayer_z	10803	sandra	0	sandra_n	398
advise	advise_v	522361	TRUE	FALSE	USF	help	40	help_v	5469768	teacher	2	teacher_n	1313284	write	0	write_v	4681611
aerobics	aerobic_n	6397	TRUE	FALSE	USF	exercise	49	exercise_n	579509	sport	2	sport_n	713620	smart	0	smart_j	334395
affair	affair_n	364484	TRUE	TRUE	USF	cheat	21	cheat_v	68424	lust	2	lust_n	39454	tent	0	tent_n	176109
affect	affect_v	1122525	TRUE	TRUE	USF	effect	34	effect_n	2258676	result	2	result_n	3075776	chain	0	chain_n	398635
affection	affection_n	85963	TRUE	FALSE	USF	love	120	love_v	2404845	show	2	show_v	4658982	connect	0	connect_v	826961
afraid	afraid_j	329275	TRUE	FALSE	USF	scare	87	scare_v	178901	brave	2	brave_j	122591	kidney	0	kidney_n	93382
africa	africa_n	4624	FALSE	FALSE	USF	continent	34	continent_n	139775	lion	2	lion_n	93379	keeper	0	keeper_n	109991
afternoon	afternoon_n	455017	TRUE	TRUE	USF	night	21	night_n	2234182	late	2	late_j	2264699	damage	0	damage_n	589671
again	again_r	3906962	FALSE	FALSE	USF	repeat	51	repeat_v	378018	now	2	now_r	10097714	awards	0	award_n	618463
age	age_n	1797213	TRUE	TRUE	USF	old	77	old_j	3958155	people	2	people_n	14152518	part	0	part_n	6052702
agency	agency_n	953921	FALSE	TRUE	USF	company	13	company_n	4211368	group	2	group_n	4077506	different	0	different_j	4324356
agenda	agenda_n	342377	TRUE	TRUE	USF	schedule	38	schedule_n	311297	organize	2	organize_v	367407	float	0	float_v	135671
agent	agent_n	731060	FALSE	TRUE	USF	fbi	18	fbi_z	130935	orange	2	orange_z	100353	lungs	0	lung_n	146104
aggravate	aggravate_v	34436	TRUE	FALSE	USF	annoy	46	annoy_v	213730	sister	2	sister_n	440111	erase	0	erase_v	55756
aggressive	aggressive_j	172986	FALSE	FALSE	USF	mean	15	mean_v	4153282	men	2	man_n	5328279	year	0	year_n	15224949
agony	agony_n	35378	FALSE	FALSE	USF	pain	100	pain_n	787573	hate	2	hate_v	475426	cause	0	cause_v	1942546
agree	agree_v	2026357	TRUE	FALSE	USF	disagree	57	disagree_v	254457	harmony	2	harmony_n	108243	extinct	0	extinct_j	36577
agreement	agreement_n	824140	TRUE	FALSE	USF	disagreement	24	disagreement_n	73504	bet	2	bet_v	193628	rape	0	rape_n	160538
agriculture	agriculture_n	151439	TRUE	TRUE	USF	farm	43	farm_n	497525	garden	2	garden_n	770673	cent	0	cent_n	726947
ahoy	ahoy_n	770	FALSE	FALSE	USF	ship	39	ship_n	618117	hi	2	hi_z	447671	occur	0	occur_v	1180686
aid	aid_n	446771	TRUE	FALSE	USF	help	64	help_v	5469768	hospital	2	hospital_n	794916	book	0	book_n	4210995
aids	aids_z	147463	FALSE	FALSE	USF	disease	50	disease_n	957173	kill	2	kill_v	1369599	statement	0	statement_n	1191996
aim	aim_n	421238	FALSE	TRUE	USF	fire	47	fire_n	995751	hit	2	hit_v	999418	california	0	california_z	648476
air	air_n	1167823	FALSE	FALSE	USF	breathe	26	breathe_v	165794	molecule	2	molecule_n	126511	erupt	0	erupt_v	45931
aircraft	aircraft_n	315314	FALSE	FALSE	USF	plane	60	plane_n	383149	sky	2	sky_n	344665	ignore	0	ignore_v	621618
airplane	airplane_n	72507	FALSE	TRUE	USF	fly	63	fly_v	742469	trip	2	trip_n	848662	wood	0	wood_n	458674
airport	airport_n	333472	TRUE	FALSE	USF	plane	112	plane_n	383149	travel	2	travel_n	479347	argue	0	argue_v	945929
album	album_n	644494	TRUE	FALSE	USF	record	50	record_n	1717215	lp	2	lp_n	11143	father	0	father_n	1096321
alcohol	alcohol_n	328714	TRUE	TRUE	USF	beer	35	beer_n	322852	vodka	2	vodka_n	24182	workers	0	worker_n	1199556
ale	ale_n	46343	TRUE	FALSE	USF	beer	73	beer_n	322852	wine	2	wine_n	446826	hair	0	hair_n	652065
alert	alert_n	72791	TRUE	TRUE	USF	awake	32	awake_j	31593	caffeine	2	caffeine_n	34207	vomit	0	vomit_n	9318
algae	alga_n	46072	FALSE	FALSE	USF	green	45	green_j	659618	biology	2	biology_n	140788	sun	0	sun_n	480949
algebra	algebra_n	33394	FALSE	FALSE	USF	math	91	math_n	201732	confusion	2	confusion_n	203482	lend	0	lend_v	174291
alike	alike_r	153127	TRUE	FALSE	USF	same	61	same_j	5806665	differ	2	differ_v	267270	hold	0	hold_v	3222513
alive	alive_j	268707	FALSE	TRUE	USF	dead	82	dead_j	602941	healthy	2	healthy_j	615981	celebrate	0	celebrate_v	461346
allegiance	allegiance_n	38635	TRUE	FALSE	USF	pledge	46	pledge_n	68017	patriotic	2	patriotic_j	33218	uncertain	0	uncertain_j	99412
allergy	allergy_n	75026	FALSE	TRUE	USF	sneeze	59	sneeze_v	12789	rash	2	rash_n	37442	washington	0	washington_n	4528
alley	alley_n	41586	TRUE	TRUE	USF	street	29	street_z	859996	black	2	black_j	1200800	surgery	0	surgery_n	328769
alligator	alligator_n	12694	FALSE	FALSE	USF	crocodile	59	crocodile_n	21214	bite	2	bite_n	111429	buster	0	buster_n	6084
allow	allow_v	3529173	FALSE	FALSE	USF	let	83	let_v	3295601	free	2	free_j	2621555	number	0	number_n	4930580
almanac	almanac_n	3637	FALSE	FALSE	USF	book	30	book_n	4210995	history	2	history_n	2384944	just	0	just_r	13424717
almighty	almighty_z	29140	FALSE	FALSE	USF	god	94	god_n	396306	king	2	king_n	440249	death	0	death_n	1767563
almond	almond_j	17206	FALSE	FALSE	USF	nut	52	nut_n	160133	bar	2	bar_n	841598	sue	0	sue_z	79972
alone	alone_r	925725	FALSE	FALSE	USF	lonely	32	lonely_j	75368	solitary	2	solitary_j	46452	baggage	0	baggage_n	42501
alphabet	alphabet_n	38421	FALSE	TRUE	USF	letters	63	letter_n	1301641	english	2	english_j	723219	forgot	0	forget_v	867143
alternative	alternative_j	337778	TRUE	FALSE	USF	music	32	music_n	1832723	next	2	next_j	3636485	struck	0	strike_v	465226
alto	alto_n	5188	TRUE	TRUE	USF	soprano	36	soprano_n	17030	tenor	2	tenor_n	25902	octopus	0	octopus_n	12787
always	always_r	3883047	FALSE	FALSE	USF	never	54	never_r	4310930	ever	2	ever_r	2682188	school	0	school_n	4196967
amateur	amateur_j	79608	TRUE	FALSE	USF	professional	41	professional_j	932282	night	2	night_n	2234182	ability	0	ability_n	1223298
amaze	amaze_v	132345	TRUE	FALSE	USF	wonder	21	wonder_v	970642	unbelievable	2	unbelievable_j	50612	soil	0	soil_n	388820
ambition	ambition_n	140772	FALSE	TRUE	USF	goal	34	goal_n	1332249	career	2	career_n	1003781	married	0	marry_v	517996
ambulance	ambulance_n	71426	TRUE	FALSE	USF	emergency	24	emergency_n	387232	red	2	red_j	758043	encourage	0	encourage_v	1066164
america	america_n	13562	TRUE	TRUE	USF	freedom	33	freedom_n	693831	russia	2	russia_z	395578	restaurant	0	restaurant_n	654589
american	american_j	1383335	FALSE	TRUE	USF	flag	29	flag_n	327549	hero	2	hero_n	309002	dangerous	0	dangerous_j	466280
amount	amount_n	1616754	TRUE	TRUE	USF	money	57	money_n	3164186	small	2	small_j	3957736	month	0	month_n	3436240
amp	amp_n	122961	TRUE	FALSE	USF	music	15	music_n	1832723	science	2	science_n	1282805	build	0	build_v	2929579
amuse	amuse_v	46789	FALSE	TRUE	USF	laugh	58	laugh_v	348053	smile	2	smile_n	212372	send	0	send_v	2315338
analysis	analysis_n	1070573	TRUE	FALSE	USF	study	26	study_n	2523050	research	2	research_n	2695207	fine	0	fine_j	911516
analyze	analyze_v	229615	TRUE	TRUE	USF	think	17	think_v	11267766	problem	2	problem_n	4762006	living	0	live_v	3607397
anarchy	anarchy_n	23080	FALSE	TRUE	USF	government	22	government_n	4232374	war	2	war_n	1734765	see	0	see_v	13452581
anatomy	anatomy_n	44652	TRUE	TRUE	USF	body	88	body_n	2406735	class	2	class_n	2067442	fourth	0	fourth_j	415365
ancestor	ancestor_n	117168	FALSE	TRUE	USF	relative	30	relative_j	324540	indians	2	indians_z	115620	minister	0	minister_n	409955
anchor	anchor_n	66964	FALSE	FALSE	USF	boat	41	boat_n	509259	sea	2	sea_n	655881	upper	0	upper_j	327635
ancient	ancient_j	462087	TRUE	FALSE	USF	old	98	old_j	3958155	history	2	history_n	2384944	case	0	case_n	4845956
angel	angel_z	97910	FALSE	TRUE	USF	heaven	48	heaven_n	298086	sweet	2	sweet_j	322632	opponent	0	opponent_n	260221
anger	anger_n	199456	FALSE	TRUE	USF	mad	49	mad_j	172826	scream	2	scream_v	164313	factory	0	factory_n	298903
angle	angle_n	265718	TRUE	TRUE	USF	geometry	27	geometry_n	75027	bend	2	bend_v	143387	bubbles	0	bubble_n	142613
angry	angry_j	236016	FALSE	FALSE	USF	mad	77	mad_j	172826	violent	2	violent_j	247222	butter	0	butter_n	141901
animal	animal_n	944969	FALSE	FALSE	USF	dog	54	dog_n	1284045	man	2	man_n	5328279	method	0	method_n	1468575
animals	animal_n	944969	FALSE	TRUE	USF	dog	19	dog_n	1284045	nature	2	nature_n	1315648	trend	0	trend_n	455070
anisette	anisette_n	83	TRUE	FALSE	USF	licorice	5	licorice_n	3737	spice	2	spice_n	63594	ginger	0	ginger_n	26982
ankle	ankle_n	68085	TRUE	TRUE	USF	foot	52	foot_n	1299979	pain	2	pain_n	787573	figures	0	figure_n	1128644
annihilate	annihilate_v	16262	FALSE	TRUE	USF	destroy	35	destroy_v	638283	hate	2	hate_v	475426	achievement	0	achievement_n	355452
announce	announce_v	858260	TRUE	TRUE	USF	tell	30	tell_v	5152351	public	2	public_j	2758423	lot	0	lot_n	4012661
annoy	annoy_v	213730	TRUE	FALSE	USF	bother	52	bother_v	325245	mean	2	mean_v	4153282	writer	0	writer_n	817359
annoying	annoy_v	213730	TRUE	FALSE	USF	pest	13	pest_n	74089	frustrating	2	frustrating_j	85500	truck	0	truck_n	241821
annual	annual_j	687133	TRUE	FALSE	USF	yearly	99	yearly_j	49991	banquet	2	banquet_n	28379	furniture	0	furniture_n	202311
answer	answer_n	1140579	TRUE	FALSE	USF	question	68	question_n	3611303	call	2	call_v	4789401	made	0	make_v	20005458
ant	ant_n	71479	FALSE	TRUE	USF	hill	38	hill_n	321307	hole	2	hole_n	523785	thoughts	0	thought_n	1088230
anteater	anteater_n	1154	FALSE	FALSE	USF	ant	42	ant_n	71479	insect	2	insect_n	147803	cookies	0	cookie_n	174617
antelope	antelope_n	6555	TRUE	TRUE	USF	deer	55	deer_n	83253	beast	2	beast_n	133171	ruin	0	ruin_v	150021
antenna	antenna_n	72692	FALSE	FALSE	USF	television	56	television_n	492711	sound	2	sound_n	913500	shape	0	shape_n	518014
antidote	antidote_n	18246	TRUE	FALSE	USF	cure	28	cure_n	97840	vaccine	2	vaccine_n	165392	sniff	0	sniff_v	39517
antique	antique_j	38469	TRUE	FALSE	USF	old	101	old_j	3958155	money	2	money_n	3164186	believe	0	believe_v	3364416
antler	antler_n	8556	FALSE	FALSE	USF	deer	91	deer_n	83253	hunt	2	hunt_z	84942	wound	0	wound_n	144632
antlers	antler_n	8556	TRUE	FALSE	USF	deer	98	deer_n	83253	antenna	2	antenna_n	72692	docks	0	dock_n	75070
anxiety	anxiety_n	193958	FALSE	TRUE	USF	nervous	18	nervous_j	170077	psychology	2	psychology_n	165674	talented	0	talented_j	157603
anxious	anxious_j	98747	TRUE	TRUE	USF	nervous	52	nervous_j	170077	upset	2	upset_v	162232	peanut	0	peanut_n	58568
anything	anything_n	2248072	FALSE	FALSE	USF	everything	50	everything_n	1836310	say	2	say_v	18642406	sense	0	sense_n	1685733
apartment	apartment_n	325083	FALSE	FALSE	USF	house	22	house_n	2417783	free	2	free_j	2621555	actor	0	actor_n	398051
apathetic	apathetic_j	8564	TRUE	FALSE	USF	sympathetic	20	sympathetic_j	75236	sincere	2	sincere_j	71243	neighbor	0	neighbor_n	191513
apathy	apathy_n	20203	FALSE	FALSE	USF	sympathy	37	sympathy_n	123396	pity	2	pity_n	71099	borrowed	0	borrow_v	198827
ape	ape_n	32464	FALSE	TRUE	USF	monkey	67	monkey_n	95241	primate	2	primate_n	29525	pray	0	pray_v	313834
apex	apex_n	19279	TRUE	FALSE	USF	top	21	top_j	1328611	building	2	building_n	1733109	move	0	move_v	3004281
apology	apology_n	133238	TRUE	FALSE	USF	sorry	89	sorry_j	386046	fight	2	fight_n	438287	today	0	today_n	2855805
appeal	appeal_n	493465	TRUE	TRUE	USF	sex	20	sex_n	694125	clean	2	clean_j	568018	fight	0	fight_n	438287
appear	appear_v	2382524	FALSE	TRUE	USF	disappear	55	disappear_v	321212	hide	2	hide_v	475102	tool	0	tool_n	1271033
appearance	appearance_n	483158	FALSE	TRUE	USF	looks	64	look_v	7957212	ugly	2	ugly_j	129475	set	0	set_v	3535047
appendage	appendage_n	9138	TRUE	FALSE	USF	arm	54	arm_n	794892	operation	2	operation_n	1076042	half	0	half_n	907044
apple	apple_n	175727	TRUE	TRUE	USF	red	31	red_j	758043	eat	2	eat_v	1280233	james	0	james_z	843785
appliance	appliance_n	110523	FALSE	TRUE	USF	stove	19	stove_n	61714	mixer	2	mixer_n	40142	medal	0	medal_n	122964
application	application_n	2002359	FALSE	TRUE	USF	job	48	job_n	2828202	information	2	information_n	4419401	opinion	0	opinion_n	1137773
appointment	appointment_n	336810	TRUE	TRUE	USF	doctor	36	doctor_n	767883	interview	2	interview_n	738605	bones	0	bone_n	321549
appraise	appraise_v	15898	FALSE	TRUE	USF	value	40	value_n	2425481	look	2	look_v	7957212	content	0	content_n	987391
approval	approval_n	304692	TRUE	FALSE	USF	disapproval	31	disapproval_n	17046	gratitude	2	gratitude_n	61078	clarinet	0	clarinet_n	13740
apron	apron_n	19591	TRUE	FALSE	USF	cook	43	cook_z	116599	chef	2	chef_n	123490	hurdle	0	hurdle_n	51597
architect	architect_n	178494	FALSE	TRUE	USF	building	44	building_n	1733109	art	2	art_n	1570207	loves	0	love_v	2404845
architecture	architecture_n	271113	TRUE	TRUE	USF	building	76	building_n	1733109	art	2	art_n	1570207	grade	0	grade_n	375331
arctic	arctic_z	80701	FALSE	FALSE	USF	cold	95	cold_j	573528	frigid	2	frigid_j	7041	shot	0	shot_n	668095
area	area_n	4887722	FALSE	FALSE	USF	place	31	place_n	4947476	city	2	city_n	2180038	question	0	question_n	3611303
arena	arena_n	110309	TRUE	TRUE	USF	football	32	football_n	481496	fun	2	fun_n	1011589	walk	0	walk_v	1491121
argue	argue_v	945929	FALSE	TRUE	USF	fight	75	fight_n	438287	complain	2	complain_v	371882	morning	0	morning_n	1166636
argument	argument_n	1067733	TRUE	FALSE	USF	fight	76	fight_n	438287	debate	2	debate_n	743761	charity	0	charity_n	425553
aright	aright_r	3601	FALSE	TRUE	USF	okay	76	okay_j	185242	cool	2	cool_j	442160	sympathetic	0	sympathetic_j	75236
arithmetic	arithmetic_n	24684	TRUE	FALSE	USF	math	109	math_n	201732	logic	2	logic_n	264052	stereotype	0	stereotype_n	72553
arm	arm_n	794892	FALSE	FALSE	USF	leg	113	leg_n	541282	turf	2	turf_n	38554	victory	0	victory_n	386112
armor	armor_n	43091	TRUE	TRUE	USF	knight	41	knight_n	59547	tin	2	tin_n	84570	crazy	0	crazy_j	255142
arms	arm_n	794892	TRUE	TRUE	USF	legs	79	leg_n	541282	war	2	war_n	1734765	sins	0	sin_n	365058
army	army_n	480652	TRUE	TRUE	USF	navy	74	navy_n	48020	jacket	2	jacket_n	127532	toilet	0	toilet_n	208355
aroma	aroma_n	30407	FALSE	FALSE	USF	smell	97	smell_n	131196	flavor	2	flavor_n	135178	routine	0	routine_j	112753
arrest	arrest_n	173526	TRUE	TRUE	USF	jail	38	jail_n	146275	confine	2	confine_v	114948	lenses	0	lens_n	273056
arrive	arrive_v	1014442	FALSE	FALSE	USF	leave	36	leave_v	4514324	here	2	here_r	6277226	system	0	system_n	5254189
arrogant	arrogant_j	54505	TRUE	TRUE	USF	snob	21	snob_n	10776	haughty	2	haughty_j	6878	hectic	0	hectic_j	22306
arrow	arrow_n	107592	FALSE	FALSE	USF	bow	70	bow_n	88420	fly	2	fly_v	742469	grand	0	grand_z	247944
art	art_n	1570207	TRUE	FALSE	USF	paint	33	paint_n	212628	abstract	2	abstract_j	132229	skinny	0	skinny_j	33674
artery	artery_n	51896	TRUE	FALSE	USF	vein	58	vein_n	92326	bow	2	bow_n	88420	cup	0	cup_z	277943
article	article_n	1989874	TRUE	TRUE	USF	newspaper	62	newspaper_n	537070	column	2	column_n	408780	vote	0	vote_n	599097
artist	artist_n	917909	TRUE	TRUE	USF	painter	86	painter_n	87204	drawer	2	drawer_n	60871	bolt	0	bolt_n	100964
arts	art_n	1570207	TRUE	TRUE	USF	crafts	26	craft_n	199531	drama	2	drama_n	244105	jaw	0	jaw_n	68183
ascend	ascend_v	55203	FALSE	TRUE	USF	descend	39	descend_v	142999	raise	2	raise_v	1630695	spice	0	spice_n	63594
ascent	ascent_n	32071	TRUE	TRUE	USF	descent	19	descent_n	81207	heaven	2	heaven_n	298086	everyday	0	everyday_j	253094
ash	ash_n	94406	TRUE	TRUE	USF	ashtray	39	ashtray_n	6204	cremation	2	cremation_n	12739	lettuce	0	lettuce_n	26053
ashamed	ashamed_j	67432	FALSE	TRUE	USF	embarrass	51	embarrass_v	61966	modest	2	modest_j	128081	entertain	0	entertain_v	135288
ashes	ash_n	94406	TRUE	FALSE	USF	dust	38	dust_n	205214	funeral	2	funeral_n	82385	shrub	0	shrub_n	51520
ashtray	ashtray_n	6204	TRUE	FALSE	USF	cigarette	63	cigarette_n	131499	dirt	2	dirt_n	105920	cow	0	cow_n	152812
asia	asia_n	5583	TRUE	TRUE	USF	continent	26	continent_n	139775	asian	2	asian_j	191556	rainbow	0	rainbow_n	43925
ask	ask_v	4259812	FALSE	TRUE	USF	question	62	question_n	3611303	lead	2	lead_v	3212875	games	0	game_n	3622416
asleep	asleep_r	67756	TRUE	TRUE	USF	awake	52	awake_j	31593	nap	2	nap_n	27298	tuesday	0	tuesday_n	11783
asphalt	asphalt_n	15494	TRUE	TRUE	USF	pavement	13	pavement_n	66611	turf	2	turf_n	38554	hops	0	hop_n	55989
aspirin	aspirin_n	21341	TRUE	TRUE	USF	headache	55	headache_n	95591	tablet	2	tablet_n	210382	emotion	0	emotion_n	300458
ass	ass_n	120905	TRUE	TRUE	USF	donkey	41	donkey_n	33467	cute	2	cute_j	119648	leaf	0	leaf_n	305251
assault	assault_n	182592	FALSE	FALSE	USF	attack	26	attack_n	1009499	crime	2	crime_n	830977	feeling	0	feeling_n	793655
assignment	assignment_n	194210	TRUE	TRUE	USF	homework	55	homework_n	76291	boring	2	boring_j	116965	labor	0	labor_n	316099
assist	assist_v	509592	FALSE	FALSE	USF	help	154	help_v	5469768	teacher	2	teacher_n	1313284	told	0	tell_v	5152351
assistance	assistance_n	406560	TRUE	FALSE	USF	help	103	help_v	5469768	financial	2	financial_j	1287252	here	0	here_r	6277226
assistant	assistant_z	132368	FALSE	TRUE	USF	helper	58	helper_n	41456	secretary	2	secretary_n	213630	fate	0	fate_n	163204
associate	associate_n	164354	TRUE	FALSE	USF	partner	26	partner_n	870658	employee	2	employee_n	978744	sea	0	sea_n	655881
assume	assume_v	919917	TRUE	TRUE	USF	guess	23	guess_v	745140	assumption	2	assumption_n	308412	market	0	market_n	2423242
asteroid	asteroid_n	51773	TRUE	FALSE	USF	space	41	space_n	1807532	sky	2	sky_n	344665	misses	0	miss_v	1134340
astrology	astrology_n	36414	FALSE	FALSE	USF	star	96	star_n	770300	study	2	study_n	2523050	pressure	0	pressure_n	909928
astronaut	astronaut_n	42385	FALSE	FALSE	USF	space	81	space_n	1807532	death	2	death_n	1767563	hill	0	hill_n	321307
astronomy	astronomy_n	47121	FALSE	FALSE	USF	star	110	star_n	770300	scientist	2	scientist_n	632994	objective	0	objective_n	415730
athlete	athlete_n	173530	TRUE	TRUE	USF	sport	31	sport_n	713620	active	2	active_j	704155	chose	0	choose_v	1883570
athletic	athletic_j	56842	FALSE	TRUE	USF	sports	41	sport_n	713620	department	2	department_n	728488	convince	0	convince_v	398987
atlas	atlas_n	3112	FALSE	TRUE	USF	map	78	map_n	659857	strength	2	strength_n	630057	mother	0	mother_n	1158782
atmosphere	atmosphere_n	381637	FALSE	FALSE	USF	air	41	air_n	1167823	climate	2	climate_n	770720	fruit	0	fruit_n	447586
atom	atom_n	108045	FALSE	FALSE	USF	bomb	89	bomb_n	239185	particle	2	particle_n	199808	telephone	0	telephone_n	296480
atomic	atomic_j	65652	TRUE	FALSE	USF	bomb	97	bomb_n	239185	particle	2	particle_n	199808	neurons	0	neuron_n	46333
